,customer_id,customer_last_name,customer_district,customer_city,customer_country,category_name,release_year,rating,language,cluster
2020,32.0,Lopez,Uttar Pradesh,Jhansi,India,Comedy,2006,G,English             ,1355
2021,279.0,Shelton,East Azerbaidzan,Tabriz,Iran,Comedy,2006,G,English             ,1353
2022,385.0,Holm,Ibaragi,Tama,Japan,Comedy,2006,G,English             ,1725
2023,591.0,Arsenault,Minas Gerais,Juiz de Fora,Brazil,Comedy,2006,G,English             ,454
2024,306.0,Kowalski,Kedah,Sungai Petani,Malaysia,Comedy,2006,G,English             ,1725
2025,510.0,Easter,Volgograd,Kamyin,Russian Federation,Comedy,2006,G,English             ,1355
2026,593.0,Mcalister,California,Garden Grove,United States,Comedy,2006,G,English             ,1076
2027,472.0,Robins,Nam Ha,Nam Dinh,Vietnam,Comedy,2006,G,English             ,160
2028,499.0,Outlaw,Apulia,Brindisi,Italy,Comedy,2006,G,English             ,472
2029,100.0,Hayes,Lipetsk,Jelets,Russian Federation,Comedy,2006,G,English             ,122
2030,568.0,Henning,Anzotegui,Barcelona,Venezuela,Comedy,2006,G,English             ,1015
2031,245.0,Day,Kyonggi,Uijongbu,South Korea,Comedy,2006,G,English             ,395
2032,320.0,Schwab,Tutuila,Tafuna,American Samoa,Comedy,2006,G,English             ,45
2033,134.0,Boyd,al-Qalyubiya,Qalyub,Egypt,Comedy,2006,G,English             ,1131
2034,584.0,Teel,Banjul,Banjul,Gambia,Comedy,2006,G,English             ,437
2035,396.0,Shanks,Saitama,Iwatsuki,Japan,Comedy,2006,G,English             ,1353
2036,204.0,Schmidt,Usak,Usak,Turkey,Comedy,2006,G,English             ,1987
2037,512.0,Vines,Ontario,London,United Kingdom,Comedy,2006,G,English             ,812
2038,563.0,Prewitt,Bukarest,Bucuresti,Romania,Comedy,2006,G,English             ,1516
2039,222.0,Hansen,Jaroslavl,Jaroslavl,Russian Federation,Comedy,2006,G,English             ,1200
2040,583.0,Thorn,England,Southampton,United Kingdom,Comedy,2006,G,English             ,836
2041,92.0,Simmons,Gois,Goinia,Brazil,Comedy,2006,G,English             ,192
2042,512.0,Vines,Ontario,London,United Kingdom,Comedy,2006,G,English             ,812
2043,240.0,Welch,Fukushima,Iwaki,Japan,Documentary,2006,R,English             ,935
2044,288.0,Craig,Guanajuato,Valle de Santiago,Mexico,Documentary,2006,R,English             ,945
2045,540.0,Asher,Ruse,Ruse,Bulgaria,Documentary,2006,R,English             ,575
2046,392.0,Douglass,Addis Abeba,Addis Abeba,Ethiopia,Documentary,2006,R,English             ,564
2047,488.0,Millard,Baja California Sur,La Paz,Mexico,Documentary,2006,R,English             ,1743
2048,234.0,Fuller,Hawalli,Jalib al-Shuyukh,Kuwait,Documentary,2006,R,English             ,919
2049,251.0,Brewer,Anhalt Sachsen,Halle/Saale,Germany,Documentary,2006,R,English             ,415
2050,75.0,Sanders,Changhwa,Changhwa,Taiwan,Documentary,2006,R,English             ,592
2051,335.0,Mauldin,Sousse,Sousse,Tunisia,Documentary,2006,R,English             ,172
2052,385.0,Holm,Ibaragi,Tama,Japan,Documentary,2006,R,English             ,180
2053,125.0,Webb,Gauteng,Boksburg,South Africa,Documentary,2006,R,English             ,592
2054,399.0,Isom,Punjab,Okara,Pakistan,Documentary,2006,R,English             ,180
2055,476.0,Bourque,Qubec,Gatineau,Canada,Documentary,2006,R,English             ,1485
2056,581.0,Wofford,Guerrero,Jos Azueta,Mexico,Documentary,2006,R,English             ,935
2057,249.0,Medina,Tianjin,Tianjin,China,Documentary,2006,R,English             ,616
2058,568.0,Henning,Anzotegui,Barcelona,Venezuela,Documentary,2006,R,English             ,1944
2059,409.0,Moeller,Bauchi & Gombe,Deba Habe,Nigeria,Documentary,2006,R,English             ,1884
2060,197.0,Peters,Jiangsu,Changzhou,China,Documentary,2006,R,English             ,935
2061,297.0,Rhodes,Maharashtra,Ahmadnagar,India,Documentary,2006,R,English             ,1743
2062,173.0,Ray,Steiermark,Graz,Austria,Documentary,2006,R,English             ,1057
2063,11.0,Anderson,Kanagawa,Sagamihara,Japan,Documentary,2006,R,English             ,945
2064,419.0,Carbone,Bihar,Katihar,India,Action,2006,PG-13,English             ,1700
2065,250.0,Fowler,Oyo & Osun,Oyo,Nigeria,Action,2006,PG-13,English             ,1814
2066,524.0,Ely,West Java,Purwakarta,Indonesia,Action,2006,PG-13,English             ,1830
2067,294.0,Watts,Ohio,Dayton,United States,Action,2006,PG-13,English             ,265
2068,395.0,Turpin,al-Qadarif,al-Qadarif,Sudan,Action,2006,PG-13,English             ,695
2069,125.0,Webb,Gauteng,Boksburg,South Africa,Action,2006,PG-13,English             ,1296
2070,57.0,Morgan,Vaduz,Vaduz,Liechtenstein,Action,2006,PG-13,English             ,695
2071,269.0,Walters,California,Salinas,United States,Action,2006,PG-13,English             ,1562
2072,187.0,Riley,Sumy,Sumy,Ukraine,Action,2006,PG-13,English             ,914
2073,126.0,Simpson,So Paulo,Po,Brazil,Action,2006,PG-13,English             ,914
2074,480.0,Hauser,Gaziantep,Gaziantep,Turkey,Action,2006,PG-13,English             ,473
2075,470.0,Allard,Hodeida,Hodeida,Yemen,Action,2006,PG-13,English             ,1700
2076,468.0,Cary,Karnataka,Bijapur,India,Action,2006,PG-13,English             ,1700
2077,552.0,Waldrop,Zhejiang,Haining,China,Action,2006,PG-13,English             ,1400
2078,238.0,Garrett,Karnataka,Shimoga,India,Action,2006,PG-13,English             ,1814
2079,373.0,Leone,Southern Tagalog,Tanauan,Philippines,Action,2006,PG-13,English             ,188
2080,156.0,Ferguson,Ondo & Ekiti,Ondo,Nigeria,Action,2006,PG-13,English             ,1814
2081,51.0,Stewart,California,Fontana,United States,Action,2006,PG-13,English             ,1296
2082,348.0,Quintanilla,Taipei,Hsichuh,Taiwan,Action,2006,PG-13,English             ,543
2083,159.0,Hawkins,North Austria,Linz,Austria,Action,2006,PG-13,English             ,219
2084,572.0,Burleson,Slaskie,Czestochowa,Poland,Action,2006,PG-13,English             ,326
2085,97.0,Russell,Tete,Tete,Mozambique,Action,2006,PG-13,English             ,188
2086,325.0,Bunn,Distrito Federal,Braslia,Brazil,Action,2006,PG-13,English             ,1236
2087,366.0,Huey,Balikesir,Balikesir,Turkey,Action,2006,PG-13,English             ,1656
2088,89.0,Flores,Buenos Aires,La Plata,Argentina,Classics,2006,PG,English             ,319
2089,203.0,Ryan,Sulawesi Utara,Gorontalo,Indonesia,Classics,2006,PG,English             ,1500
2090,5.0,Brown,Nantou,Nantou,Taiwan,Classics,2006,PG,English             ,704
2091,259.0,Jensen,West Bengali,Halisahar,India,Classics,2006,PG,English             ,528
2092,31.0,Wright,West Bengali,Kamarhati,India,Classics,2006,PG,English             ,1165
2093,162.0,Hudson,Pays de la Loire,Le Mans,France,Classics,2006,PG,English             ,1994
2094,234.0,Fuller,Hawalli,Jalib al-Shuyukh,Kuwait,Classics,2006,PG,English             ,319
2095,374.0,Hurtado,Pernambuco,Vitria de Santo Anto,Brazil,Classics,2006,PG,English             ,1794
2096,582.0,Vanhorn,Hidalgo,Huejutla de Reyes,Mexico,Classics,2006,PG,English             ,416
2097,455.0,Wiles,La Paz,El Alto,Bolivia,Classics,2006,PG,English             ,1195
2098,242.0,Frazier,Hebei,Qinhuangdao,China,Classics,2006,PG,English             ,704
2099,552.0,Waldrop,Zhejiang,Haining,China,Classics,2006,PG,English             ,1165
2100,590.0,Hannon,al-Manama,al-Manama,Bahrain,Classics,2006,PG,English             ,877
2101,461.0,Blakely,Northern Mindanao,Gingoog,Philippines,Classics,2006,PG,English             ,617
2102,259.0,Jensen,West Bengali,Halisahar,India,Classics,2006,PG,English             ,528
2103,216.0,Meyer,Gois,Aparecida de Goinia,Brazil,Classics,2006,PG,English             ,1380
2104,329.0,Waggoner,Dhaka,Jamalpur,Bangladesh,Classics,2006,PG,English             ,1376
2105,83.0,Jenkins,Gauteng,Springs,South Africa,Classics,2006,PG,English             ,952
2106,552.0,Waldrop,Zhejiang,Haining,China,Classics,2006,PG,English             ,1165
2107,359.0,Markham,Buenos Aires,Almirante Brown,Argentina,Classics,2006,PG,English             ,1801
2108,11.0,Anderson,Kanagawa,Sagamihara,Japan,Classics,2006,PG,English             ,1272
2109,33.0,Hill,Piemonte,Alessandria,Italy,Classics,2006,PG,English             ,788
2110,54.0,Rogers,Yamaguchi,Iwakuni,Japan,Classics,2006,PG,English             ,1165
2111,462.0,Sherrod,Irkutsk,Usolje-Sibirskoje,Russian Federation,Classics,2006,PG,English             ,170
2112,128.0,Tucker,Slaskie,Jastrzebie-Zdrj,Poland,Sci-Fi,2006,PG,English             ,229
2113,527.0,Meehan,Mogiljov,Mogiljov,Belarus,Sci-Fi,2006,PG,English             ,1998
2114,275.0,Barnett,Illinois,Peoria,United States,Sci-Fi,2006,PG,English             ,23
2115,316.0,Curley,Maharashtra,Miraj,India,Sci-Fi,2006,PG,English             ,1618
2116,374.0,Hurtado,Pernambuco,Vitria de Santo Anto,Brazil,Sci-Fi,2006,PG,English             ,497
2117,441.0,Cheatham,Batna,Batna,Algeria,Sci-Fi,2006,PG,English             ,1245
2118,204.0,Schmidt,Usak,Usak,Turkey,Sci-Fi,2006,PG,English             ,1045
2119,551.0,Barbee,Rio Grande do Sul,Alvorada,Brazil,Sci-Fi,2006,PG,English             ,796
2120,387.0,Schilling,Shaba,Lubumbashi,"Congo, The Democratic Republic of the",Sci-Fi,2006,PG,English             ,958
2121,147.0,Robertson,Saitama,Urawa,Japan,Sci-Fi,2006,PG,English             ,1045
2122,160.0,Dunn,Moskova,Ljubertsy,Russian Federation,Sci-Fi,2006,PG,English             ,1975
2123,435.0,Shelby,Shandong,Junan,China,Sci-Fi,2006,PG,English             ,1474
2124,386.0,Tan,Hmelnytskyi,Kamjanets-Podilskyi,Ukraine,Sci-Fi,2006,PG,English             ,1157
2125,121.0,Gomez,Uttar Pradesh,Etawah,India,Sci-Fi,2006,PG,English             ,1951
2126,373.0,Leone,Southern Tagalog,Tanauan,Philippines,Sci-Fi,2006,PG,English             ,1045
2127,30.0,King,Taipei,Lungtan,Taiwan,Sci-Fi,2006,PG,English             ,1951
2128,44.0,Turner,Lipetsk,Lipetsk,Russian Federation,Sci-Fi,2006,PG,English             ,587
2129,576.0,Mccarter,Kaohsiung,Fengshan,Taiwan,Sci-Fi,2006,PG,English             ,1157
2130,78.0,Wood,Uttar Pradesh,Rae Bareli,India,Sci-Fi,2006,PG,English             ,685
2131,179.0,Hart,Kirov,Kirovo-Tepetsk,Russian Federation,Sci-Fi,2006,PG,English             ,177
2132,215.0,Banks,Haskovo,Stara Zagora,Bulgaria,Sci-Fi,2006,PG,English             ,565
2133,91.0,Butler,Brunei and Muara,Bandar Seri Begawan,Brunei,Music,2006,NC-17,English             ,634
2134,236.0,Dean,Southern Tagalog,Tanza,Philippines,Music,2006,NC-17,English             ,275
2135,60.0,Bailey,Rajasthan,Jaipur,India,Music,2006,NC-17,English             ,703
2136,481.0,Devore,Mwanza,Mwanza,Tanzania,Music,2006,NC-17,English             ,221
2137,553.0,Pitt,Vojvodina,Novi Sad,Yugoslavia,Music,2006,NC-17,English             ,1591
2138,193.0,Elliott,Nyanza,Kisumu,Kenya,Music,2006,NC-17,English             ,1704
2139,25.0,Walker,Sind,Shikarpur,Pakistan,Music,2006,NC-17,English             ,1591
2140,234.0,Fuller,Hawalli,Jalib al-Shuyukh,Kuwait,Music,2006,NC-17,English             ,1371
2141,514.0,Troutman,Hubei,Zaoyang,China,Music,2006,NC-17,English             ,55
2142,390.0,Heaton,Nakhon Sawan,Nakhon Sawan,Thailand,Music,2006,NC-17,English             ,1452
2143,409.0,Moeller,Bauchi & Gombe,Deba Habe,Nigeria,Music,2006,NC-17,English             ,798
2144,363.0,Whiting,Central,Nyeri,Kenya,Music,2006,NC-17,English             ,981
2145,417.0,Estep,al-Sharqiya,al-Qatif,Saudi Arabia,Music,2006,NC-17,English             ,1777
2146,38.0,Gonzalez,Chisinau,Chisinau,Moldova,Animation,2006,PG,English             ,1394
2147,493.0,Harkins,Istanbul,Sultanbeyli,Turkey,Animation,2006,PG,English             ,1301
2148,509.0,Fortier,Bihar,Chapra,India,Animation,2006,PG,English             ,1394
2149,565.0,Nettles,Huanuco,Hunuco,Peru,Animation,2006,PG,English             ,1729
2150,468.0,Cary,Karnataka,Bijapur,India,Animation,2006,PG,English             ,1729
2151,293.0,Fletcher,Baskimaa,Donostia-San Sebastin,Spain,Animation,2006,PG,English             ,742
2152,199.0,Franklin,Haiphong,Haiphong,Vietnam,Animation,2006,PG,English             ,626
2153,472.0,Robins,Nam Ha,Nam Dinh,Vietnam,Animation,2006,PG,English             ,1888
2154,383.0,Bales,Namibe,Namibe,Angola,Animation,2006,PG,English             ,42
2155,287.0,Miles,Tamil Nadu,Tambaram,India,Animation,2006,PG,English             ,1493
2156,362.0,Barfield,Par,Belm,Brazil,Animation,2006,PG,English             ,1853
2157,490.0,Mcduffie,Boyac,Sogamoso,Colombia,Animation,2006,PG,English             ,91
2158,457.0,Gavin,Illinois,Rockford,United States,Animation,2006,PG,English             ,91
2159,93.0,Foster,Inner Mongolia,Zalantun,China,Sports,2006,R,English             ,1509
2160,98.0,Griffin,Abu Dhabi,al-Ayn,United Arab Emirates,Sports,2006,R,English             ,1552
2161,78.0,Wood,Uttar Pradesh,Rae Bareli,India,Sports,2006,R,English             ,713
2162,137.0,Kennedy,Gelderland,Apeldoorn,Netherlands,Sports,2006,R,English             ,911
2163,454.0,Gresham,Michoacn de Ocampo,Uruapan,Mexico,Sports,2006,R,English             ,1509
2164,536.0,Churchill,Kang-won,Tonghae,South Korea,Sports,2006,R,English             ,726
2165,597.0,Duggan,Piura,Sullana,Peru,Sports,2006,R,English             ,166
2166,115.0,Harrison,Mxico,Nezahualcyotl,Mexico,Sports,2006,R,English             ,941
2167,385.0,Holm,Ibaragi,Tama,Japan,Sports,2006,R,English             ,1895
2168,132.0,Crawford,Free State,Botshabelo,South Africa,Sports,2006,R,English             ,184
2169,259.0,Jensen,West Bengali,Halisahar,India,Sports,2006,R,English             ,76
2170,149.0,Black,Massachusetts,Brockton,United States,Sports,2006,R,English             ,1590
2171,195.0,Sims,Nordrhein-Westfalen,Siegen,Germany,Sports,2006,R,English             ,1129
2172,419.0,Carbone,Bihar,Katihar,India,Sports,2006,R,English             ,145
2173,451.0,Rea,Sinaloa,El Fuerte,Mexico,Sports,2006,R,English             ,686
2174,511.0,Benner,Heilongjiang,Suihua,China,Sports,2006,R,English             ,1318
2175,237.0,Gilbert,Chollanam,Naju,South Korea,Sports,2006,R,English             ,882
2176,363.0,Whiting,Central,Nyeri,Kenya,Sports,2006,R,English             ,754
2177,142.0,Burns,Scotland,Dundee,United Kingdom,Sports,2006,R,English             ,310
2178,125.0,Webb,Gauteng,Boksburg,South Africa,Sports,2006,R,English             ,1038
2179,13.0,Jackson,Osmaniye,Osmaniye,Turkey,Sports,2006,R,English             ,941
2180,558.0,Eggleston,Dolnoslaskie,Wroclaw,Poland,Sports,2006,R,English             ,376
2181,29.0,Hernandez,Yamaguchi,Shimonoseki,Japan,Sports,2006,R,English             ,900
2182,366.0,Huey,Balikesir,Balikesir,Turkey,Sports,2006,R,English             ,71
2183,309.0,Greco,Lombardia,Brescia,Italy,Sports,2006,R,English             ,882
2184,371.0,Poulin,Southern Tagalog,Cabuyao,Philippines,Sports,2006,R,English             ,16
2185,516.0,Noe,Battambang,Battambang,Cambodia,Sports,2006,R,English             ,911
2186,565.0,Nettles,Huanuco,Hunuco,Peru,New,2006,NC-17,English             ,1214
2187,2.0,Johnson,California,San Bernardino,United States,New,2006,NC-17,English             ,1502
2188,545.0,Noland,Sumy,Konotop,Ukraine,New,2006,NC-17,English             ,1704
2189,99.0,Diaz,Kyongsangbuk,Kimchon,South Korea,New,2006,NC-17,English             ,1800
2190,365.0,Schwarz,Okinawa,Okinawa,Japan,New,2006,NC-17,English             ,703
2191,235.0,Lynch,Valle,Buenaventura,Colombia,New,2006,NC-17,English             ,1704
2192,228.0,Stanley,Phnom Penh,Phnom Penh,Cambodia,New,2006,NC-17,English             ,1186
2193,258.0,Fleming,Santiago,Santiago de los Caballeros,Dominican Republic,New,2006,NC-17,English             ,558
2194,191.0,Greene,Rostov-na-Donu,Novoterkassk,Russian Federation,Sci-Fi,2006,PG,English             ,88
2195,79.0,Barnes,Kanagawa,Kamakura,Japan,Sci-Fi,2006,PG,English             ,796
2196,131.0,Hicks,Taka-Karpatia,Mukateve,Ukraine,Sci-Fi,2006,PG,English             ,88
2197,474.0,Gillette,Drenthe,Emmen,Netherlands,Sci-Fi,2006,PG,English             ,239
2198,57.0,Morgan,Vaduz,Vaduz,Liechtenstein,Sci-Fi,2006,PG,English             ,412
2199,132.0,Crawford,Free State,Botshabelo,South Africa,Sci-Fi,2006,PG,English             ,1245
2200,314.0,Linton,So Paulo,Sorocaba,Brazil,Sci-Fi,2006,PG,English             ,497
2201,488.0,Millard,Baja California Sur,La Paz,Mexico,Sci-Fi,2006,PG,English             ,239
2202,362.0,Barfield,Par,Belm,Brazil,Sci-Fi,2006,PG,English             ,796
2203,389.0,Kahn,Sichuan,Emeishan,China,Sci-Fi,2006,PG,English             ,786
2204,107.0,Woods,Buenos Aires,Merlo,Argentina,Sci-Fi,2006,PG,English             ,517
2205,590.0,Hannon,al-Manama,al-Manama,Bahrain,Sci-Fi,2006,PG,English             ,990
2206,417.0,Estep,al-Sharqiya,al-Qatif,Saudi Arabia,Sci-Fi,2006,PG,English             ,453
2207,306.0,Kowalski,Kedah,Sungai Petani,Malaysia,Sci-Fi,2006,PG,English             ,1951
2208,506.0,Seward,Kalimantan Barat,Pontianak,Indonesia,Sci-Fi,2006,PG,English             ,229
2209,274.0,Jennings,Haryana,Karnal,India,Sci-Fi,2006,R,English             ,1730
2210,599.0,Cintron,Heilongjiang,Tieli,China,Sci-Fi,2006,R,English             ,1129
2211,593.0,Mcalister,California,Garden Grove,United States,Sci-Fi,2006,R,English             ,1038
2212,317.0,Baugh,Streymoyar,Trshavn,Faroe Islands,Sci-Fi,2006,R,English             ,1419
2213,486.0,Talbert,Coahuila de Zaragoza,Acua,Mexico,Sci-Fi,2006,R,English             ,1193
2214,35.0,Green,Midi-Pyrnes,Toulouse,France,Sci-Fi,2006,R,English             ,713
2215,583.0,Thorn,England,Southampton,United Kingdom,Sci-Fi,2006,R,English             ,910
2216,512.0,Vines,Ontario,London,United Kingdom,Sci-Fi,2006,R,English             ,362
2217,283.0,Sutton,Xinxiang,Korla,China,Sci-Fi,2006,R,English             ,961
2218,190.0,Weaver,Tabora,Tabora,Tanzania,Sci-Fi,2006,R,English             ,38
2219,178.0,Snyder,So Paulo,Santa Brbara dOeste,Brazil,Sci-Fi,2006,R,English             ,1466
2220,254.0,Silva,Minas Gerais,Poos de Caldas,Brazil,Sci-Fi,2006,R,English             ,885
2221,419.0,Carbone,Bihar,Katihar,India,Sci-Fi,2006,R,English             ,754
2222,362.0,Barfield,Par,Belm,Brazil,Sci-Fi,2006,R,English             ,686
2223,233.0,Kim,Qina,Idfu,Egypt,Sci-Fi,2006,R,English             ,123
2224,335.0,Mauldin,Sousse,Sousse,Tunisia,Sci-Fi,2006,R,English             ,713
2225,161.0,Perkins,Tel Aviv,Tel Aviv-Jaffa,Israel,Sci-Fi,2006,R,English             ,1518
2226,185.0,Harper,Chaharmahal va Bakht,Shahr-e Kord,Iran,Sci-Fi,2006,R,English             ,1482
2227,463.0,Power,Nova Scotia,Halifax,Canada,Sci-Fi,2006,R,English             ,362
2228,201.0,Fields,Nordrhein-Westfalen,Witten,Germany,Sci-Fi,2006,R,English             ,474
2229,590.0,Hannon,al-Manama,al-Manama,Bahrain,Sci-Fi,2006,R,English             ,705
2230,244.0,Hanson,Central Visayas,Lapu-Lapu,Philippines,Family,2006,PG,English             ,1398
2231,31.0,Wright,West Bengali,Kamarhati,India,Family,2006,PG,English             ,374
2232,504.0,Adam,Illinois,Joliet,United States,Family,2006,PG,English             ,1181
2233,11.0,Anderson,Kanagawa,Sagamihara,Japan,Family,2006,PG,English             ,1765
2234,474.0,Gillette,Drenthe,Emmen,Netherlands,Family,2006,PG,English             ,1207
2235,46.0,Campbell,Moscow (City),Moscow,Russian Federation,Family,2006,PG,English             ,136
2236,126.0,Simpson,So Paulo,Po,Brazil,Family,2006,PG,English             ,501
2237,146.0,Rice,Michigan,Sterling Heights,United States,Family,2006,PG,English             ,757
2238,524.0,Ely,West Java,Purwakarta,Indonesia,Family,2006,PG,English             ,1199
2239,579.0,Larue,Ninawa,Mosul,Iraq,Family,2006,PG,English             ,757
2240,370.0,Truong,Karnataka,Gulbarga,India,Family,2006,PG,English             ,534
2241,429.0,Isbell,Okayama,Tsuyama,Japan,Family,2006,PG,English             ,1390
2242,54.0,Rogers,Yamaguchi,Iwakuni,Japan,Family,2006,PG,English             ,374
2243,213.0,Williamson,Taizz,Taizz,Yemen,Family,2006,PG,English             ,817
2244,258.0,Fleming,Santiago,Santiago de los Caballeros,Dominican Republic,Family,2006,PG,English             ,146
2245,342.0,Martino,Roraima,Boa Vista,Brazil,Family,2006,PG,English             ,247
2246,66.0,Ward,Skne ln,Malm,Sweden,Family,2006,PG,English             ,1827
2247,386.0,Tan,Hmelnytskyi,Kamjanets-Podilskyi,Ukraine,Family,2006,PG,English             ,1299
2248,346.0,Simpkins,Adygea,Maikop,Russian Federation,Family,2006,PG,English             ,1873
2249,155.0,Knight,Bern,Bern,Switzerland,Family,2006,PG,English             ,58
2250,463.0,Power,Nova Scotia,Halifax,Canada,Sci-Fi,2006,G,English             ,50
2251,396.0,Shanks,Saitama,Iwatsuki,Japan,Sci-Fi,2006,G,English             ,483
2252,295.0,Bates,Pietari,Kolpino,Russian Federation,Sci-Fi,2006,G,English             ,1971
2253,227.0,Burton,Saarland,Saarbrcken,Germany,Sci-Fi,2006,G,English             ,420
2254,90.0,Washington,Guangdong,Meixian,China,Sci-Fi,2006,G,English             ,1284
2255,353.0,Scarborough,Hidalgo,Pachuca de Soto,Mexico,Sci-Fi,2006,G,English             ,1956
2256,409.0,Moeller,Bauchi & Gombe,Deba Habe,Nigeria,Sci-Fi,2006,G,English             ,1689
2257,443.0,Skidmore,Rio Grande do Sul,So Leopoldo,Brazil,Sci-Fi,2006,G,English             ,1148
2258,62.0,Cooper,Missouri,Saint Louis,United States,Sci-Fi,2006,G,English             ,19
2259,527.0,Meehan,Mogiljov,Mogiljov,Belarus,Sci-Fi,2006,G,English             ,303
2260,463.0,Power,Nova Scotia,Halifax,Canada,Sci-Fi,2006,G,English             ,50
2261,576.0,Mccarter,Kaohsiung,Fengshan,Taiwan,Sci-Fi,2006,G,English             ,810
2262,230.0,George,Botosani,Botosani,Romania,Sci-Fi,2006,G,English             ,1689
2263,296.0,Hale,Punjab,Patiala,India,Sci-Fi,2006,G,English             ,1783
2264,451.0,Rea,Sinaloa,El Fuerte,Mexico,Sci-Fi,2006,G,English             ,1956
2265,290.0,Chambers,Gurico,Valle de la Pascua,Venezuela,Sci-Fi,2006,G,English             ,19
2266,323.0,Mahan,Morelos,Cuautla,Mexico,Sci-Fi,2006,G,English             ,986
2267,159.0,Hawkins,North Austria,Linz,Austria,Sci-Fi,2006,G,English             ,1232
2268,597.0,Duggan,Piura,Sullana,Peru,Sci-Fi,2006,G,English             ,1617
2269,407.0,Ratcliff,North West,Rustenburg,South Africa,Sci-Fi,2006,G,English             ,303
2270,522.0,Havens,Southern Tagalog,Santa Rosa,Philippines,Games,2006,PG-13,English             ,891
2271,271.0,Neal,Tamil Nadu,Kumbakonam,India,Games,2006,PG-13,English             ,785
2272,267.0,Wade,Hunan,Lengshuijiang,China,Games,2006,PG-13,English             ,1048
2273,467.0,Deloach,Chihuahua,Cuauhtmoc,Mexico,Games,2006,PG-13,English             ,1926
2274,275.0,Barnett,Illinois,Peoria,United States,Games,2006,PG-13,English             ,1480
2275,467.0,Deloach,Chihuahua,Cuauhtmoc,Mexico,Games,2006,PG-13,English             ,1926
2276,193.0,Elliott,Nyanza,Kisumu,Kenya,Games,2006,PG-13,English             ,1857
2277,296.0,Hale,Punjab,Patiala,India,Games,2006,PG-13,English             ,537
2278,525.0,Clary,Friuli-Venezia Giuli,Udine,Italy,Games,2006,PG-13,English             ,1385
2279,538.0,Breaux,Jilin,Baicheng,China,Games,2006,PG-13,English             ,490
2280,407.0,Ratcliff,North West,Rustenburg,South Africa,Games,2006,PG-13,English             ,233
2281,388.0,Morrell,Southern Tagalog,Cavite,Philippines,Games,2006,PG-13,English             ,408
2282,187.0,Riley,Sumy,Sumy,Ukraine,Games,2006,PG-13,English             ,151
2283,97.0,Russell,Tete,Tete,Mozambique,Games,2006,PG-13,English             ,37
2284,350.0,Fraley,Tuvassia,Teboksary,Russian Federation,Games,2006,PG-13,English             ,508
2285,529.0,Guillen,Andhra Pradesh,Bhimavaram,India,Games,2006,PG-13,English             ,400
2286,428.0,Kruger,Komi,Syktyvkar,Russian Federation,Documentary,2006,PG,English             ,850
2287,263.0,Hopkins,National Capital Reg,Mandaluyong,Philippines,Documentary,2006,PG,English             ,1791
2288,2.0,Johnson,California,San Bernardino,United States,Documentary,2006,PG,English             ,438
2289,387.0,Schilling,Shaba,Lubumbashi,"Congo, The Democratic Republic of the",Documentary,2006,PG,English             ,150
2290,354.0,Ngo,So Paulo,Santo Andr,Brazil,Documentary,2006,PG,English             ,26
2291,167.0,Pierce,Maharashtra,Chandrapur,India,Documentary,2006,PG,English             ,66
2292,386.0,Tan,Hmelnytskyi,Kamjanets-Podilskyi,Ukraine,Documentary,2006,PG,English             ,504
2293,113.0,Fisher,Sucre,Cuman,Venezuela,Documentary,2006,PG,English             ,942
2294,502.0,Cornwell,West Bengali,Siliguri (Shiliguri),India,Documentary,2006,PG,English             ,1326
2295,311.0,Trout,Kursk,Kursk,Russian Federation,Documentary,2006,PG,English             ,1324
2296,84.0,Perry,Puebla,Atlixco,Mexico,Documentary,2006,PG,English             ,1065
2297,179.0,Hart,Kirov,Kirovo-Tepetsk,Russian Federation,Documentary,2006,PG,English             ,950
2298,97.0,Russell,Tete,Tete,Mozambique,Documentary,2006,PG,English             ,26
2299,208.0,Wheeler,West Bengali,Balurghat,India,Documentary,2006,PG,English             ,887
2300,287.0,Miles,Tamil Nadu,Tambaram,India,Documentary,2006,PG,English             ,244
2301,133.0,Henry,Coahuila de Zaragoza,Torren,Mexico,Documentary,2006,PG,English             ,436
2303,333.0,Purdy,Baki,Baku,Azerbaijan,Documentary,2006,PG,English             ,399
2304,63.0,Richardson,Nebraska,Lincoln,United States,Documentary,2006,PG,English             ,168
2305,252.0,Hoffman,England,London,United Kingdom,Documentary,2006,PG,English             ,1382
2306,52.0,Sanchez,Galicia,A Corua (La Corua),Spain,Documentary,2006,PG,English             ,1062
2307,442.0,Bustamante,Inner Mongolia,Tongliao,China,Documentary,2006,PG,English             ,993
2308,430.0,Houle,Nizni Novgorod,Dzerzinsk,Russian Federation,Drama,2006,PG,English             ,1710
2309,474.0,Gillette,Drenthe,Emmen,Netherlands,Drama,2006,PG,English             ,600
2310,422.0,Ellington,Hubei,Laohekou,China,Drama,2006,PG,English             ,247
2311,126.0,Simpson,So Paulo,Po,Brazil,Drama,2006,PG,English             ,1428
2312,558.0,Eggleston,Dolnoslaskie,Wroclaw,Poland,Drama,2006,PG,English             ,757
2313,11.0,Anderson,Kanagawa,Sagamihara,Japan,Drama,2006,PG,English             ,1187
2314,384.0,Stepp,Jiangsu,Huaian,China,Drama,2006,PG,English             ,438
2315,229.0,Nguyen,Gois,Anpolis,Brazil,Drama,2006,PG,English             ,1584
2316,378.0,Culpepper,Guangdong,Shenzhen,China,Drama,2006,PG,English             ,1187
